#SUBMITTED ID	LOCATION_ARM	NAME	SYMBOL
FBgn0035168	3L	Centrosomal protein 290kDa	Cep290
FBgn0035176	3L	materazzi	mat
FBgn0035189	3L	-	CG9119
FBgn0035193	3L	-	CG9192
FBgn0035194	3L	Partner of Sld Five 1	Psf1
FBgn0035205	3L	Ctr9	Ctr9
FBgn0035210	3L	mitotic spindle density 5	msd5
FBgn0035211	3L	-	CG2211
FBgn0035216	3L	-	CG9168
FBgn0035231	3L	Phosphocholine cytidylyltransferase 2	Pcyt2
FBgn0035238	3L	-	CG12104
FBgn0035262	3L	-	CG18171
FBgn0035263	3L	-	CG12035
FBgn0035265	3L	Phosphatidylinositol glycan anchor biosynthesis class W b	PIG-Wb
FBgn0035266	3L	Glycerol kinase 2	Gk2
FBgn0035273	3L	-	CG12020
FBgn0035282	3L	CNMamide	CNMa
FBgn0035294	3L	Microfibril-associated protein 1	Mfap1
FBgn0035299	3L	-	CG11815
FBgn0035309	3L	-	CG15879
FBgn0035315	3L	-	CG8960
FBgn0035316	3L	-	CG15878
FBgn0035317	3L	Outer segment 2	Oseg2
FBgn0035325	3L	-	CG13806
FBgn0035343	3L	-	CG16762
FBgn0035348	3L	-	CG16758
FBgn0035355	3L	-	CG16985
FBgn0035356	3L	-	CG16986
FBgn0035358	3L	-	CG14949
FBgn0035359	3L	-	CG1143
FBgn0035360	3L	-	CG1246
FBgn0035374	3L	mitochondrial ribosomal protein S35	mRpS35
FBgn0035380	3L	-	CG9970
FBgn0035383	3L	Carnitine palmitoyltransferase 2	CPT2
FBgn0035398	3L	Chitinase 7	Cht7
FBgn0035409	3L	-	CG14963
FBgn0035410	3L	myomesin and myosin binding protein	MnM
FBgn0035429	3L	-	CG12017
FBgn0035430	3L	-	CG12009
FBgn0035455	3L	-	CG10862
FBgn0035476	3L	-	CG12766
FBgn0035484	3L	-	CG11594
FBgn0035499	3L	Chd64	Chd64
FBgn0035515	3L	-	CG14997
FBgn0035523	3L	Choline transporter-like 1	Ctl1
FBgn0035542	3L	Diabetes and obesity regulated	DOR
FBgn0035544	3L	-	CG15021
FBgn0035550	3L	-	CG11349
FBgn0035553	3L	-	CG13722
FBgn0035558	3L	-	CG11357
FBgn0035568	3L	-	CG18418
FBgn0035569	3L	-	CG15876
FBgn0035571	3L	-	CG12493
FBgn0035575	3L	-	CG7509
FBgn0035577	3L	-	CG13708
FBgn0035585	3L	ATP synthase, coupling factor 6-like	ATPsynCF6L
FBgn0035589	3L	Charged multivesicular body protein 2b	CHMP2B
FBgn0035607	3L	-	CG4835
FBgn0035608	3L	blanks	blanks
FBgn0035622	3L	Transmembrane 9 superfamily protein member 3	TM9SF3
FBgn0035623	3L	methuselah-like 2	mthl2
FBgn0035625	3L	Blimp-1	Blimp-1
FBgn0035638	3L	Tektin C	Tektin-C
FBgn0035656	3L	-	CG10479
FBgn0035661	3L	-	CG10477
FBgn0035669	3L	-	CG6592
FBgn0035670	3L	-	CG10472
FBgn0035673	3L	-	CG6602
FBgn0035678	3L	-	CG10469
FBgn0035679	3L	-	CG10467
FBgn0035693	3L	-	CG8219
FBgn0035695	3L	-	CG10226
FBgn0035709	3L	eukaryotic translation initiation factor 4E4	eIF4E4
FBgn0035726	3L	-	CG9953
FBgn0035730	3L	-	CG17744
FBgn0035737	3L	Cuticular protein 65Ec	Cpr65Ec
FBgn0035760	3L	-	CG8607
FBgn0035763	3L	minerva	mrva
FBgn0035770	3L	pastrel	pst
FBgn0035779	3L	-	CG8562
FBgn0035811	3L	Medium-chain acyl-CoA dehydrogenase	Mcad
FBgn0035815	3L	Sensory neuron membrane protein 2	Snmp2
FBgn0035823	3L	eukaryotic translation initiation factor 4E5	eIF4E5
FBgn0035829	3L	Heterochromatin protein 4	HP4
FBgn0035833	3L	-	CG7565
FBgn0035845	3L	-	CG13675
FBgn0035852	3L	-	CG7387
FBgn0035861	3L	-	CG7213
FBgn0035875	3L	Cuticular protein 66Cb	Cpr66Cb
FBgn0035888	3L	-	CG7120
FBgn0035907	3L	Glutathione S transferase O1	GstO1
FBgn0035923	3L	-	CG6511
FBgn0035924	3L	-	CG6576
FBgn0035926	3L	Acyl-CoA binding protein 5	Acbp5
FBgn0035929	3L	-	CG13311
FBgn0035933	3L	-	CG13309
FBgn0035934	3L	Transient receptor potential cation channel A1	TrpA1
FBgn0035941	3L	-	CG13313
FBgn0035943	3L	-	CG5653
FBgn0035952	3L	-	CG5280
FBgn0035954	3L	Dorsocross3	Doc3
FBgn0035955	3L	-	CG5194
FBgn0035957	3L	Arginine kinase 2	Argk2
FBgn0035971	3L	-	CG4477
FBgn0035978	3L	UDP-glucose pyrophosphorylase	UGP
FBgn0035981	3L	-	CG4452
FBgn0035985	3L	Cuticular protein 67B	Cpr67B
FBgn0036004	3L	Jumonji, AT rich interactive domain 2	Jarid2
FBgn0036007	3L	pathetic	path
FBgn0036015	3L	-	CG3088
FBgn0036020	3L	Cyclophilin 40	Cyp40
FBgn0036022	3L	-	CG8329
FBgn0036023	3L	-	CG18179
FBgn0036024	3L	-	CG18180
FBgn0036029	3L	-	CG16719
FBgn0036031	3L	-	CG6761
FBgn0036032	3L	-	CG16711
FBgn0036036	3L	-	CG14174
FBgn0036063	3L	-	CG6674
FBgn0036075	3L	-	CG8065
FBgn0036085	3L	-	CG6527
FBgn0036089	3L	-	CG14151
FBgn0036090	3L	-	CG8009
FBgn0036093	3L	-	CG14154
FBgn0036106	3L	-	CG6409
FBgn0036110	3L	Cuticular protein 67Fb	Cpr67Fb
FBgn0036116	3L	-	CG7888
FBgn0036121	3L	-	CG6310
FBgn0036142	3L	aarF domain containing kinase 5	Adck5
FBgn0036145	3L	-	CG7607
FBgn0036154	3L	-	CG6168
FBgn0036158	3L	-	CG6149
FBgn0036159	3L	-	CG7557
FBgn0036161	3L	-	CG7551
FBgn0036162	3L	Fumarase 3	Fum3
FBgn0036165	3L	charybde	chrb
FBgn0036186	3L	-	CG6071
FBgn0036196	3L	-	CG11658
FBgn0036205	3L	-	CG14131
FBgn0036208	3L	-	CG10361
FBgn0036217	3L	-	CG5906
FBgn0036218	3L	Spermitin	Sprn
FBgn0036219	3L	Coiled-coil domain containing protein 151	CCDC151
FBgn0036221	3L	-	CG11588
FBgn0036224	3L	Regulatory particle triple-A ATPase 4-related	Rpt4R
FBgn0036232	3L	-	CG14125
FBgn0036236	3L	-	CG6931
FBgn0036242	3L	-	CG6793
FBgn0036260	3L	Rhodopsin 7	Rh7
FBgn0036286	3L	-	CG10616
FBgn0036289	3L	-	CG10657
FBgn0036298	3L	nesthocker	nst
FBgn0036302	3L	sosondowah	sowah
FBgn0036316	3L	nebulosa	nebu
FBgn0036320	3L	-	CG10943
FBgn0036321	3L	-	CG14120
FBgn0036325	3L	-	CG10752
FBgn0036327	3L	-	CG10748
FBgn0036341	3L	Syntaxin 13	Syx13
FBgn0036353	3L	-	CG10171
FBgn0036354	3L	Proteome of centrioles 1	Poc1
FBgn0036362	3L	-	CG10725
FBgn0036367	3L	-	CG10116
FBgn0036372	3L	Actin binding protein 1	Abp1
FBgn0036381	3L	-	CG8745
FBgn0036419	3L	-	CG13482
FBgn0036421	3L	-	CG13481
FBgn0036423	3L	-	CG3919
FBgn0036426	3L	-	CG9592
FBgn0036428	3L	Glycogen binding subunit 70E	Gbs-70E
FBgn0036437	3L	-	CG5048
FBgn0036443	3L	-	CG13471
FBgn0036448	3L	myopic	mop
FBgn0036449	3L	brummer	bmm
FBgn0036461	3L	Zinc/iron regulated transporter-related protein 71B	Zip71B
FBgn0036465	3L	Regulatory particle non-ATPase 12-related	Rpn12R
FBgn0036467	3L	-	CG12310
FBgn0036482	3L	-	CG13457
FBgn0036490	3L	-	CG6888
FBgn0036492	3L	Bestrophin 3	Best3
FBgn0036493	3L	-	CG7255
FBgn0036496	3L	cocoon	cocoon
FBgn0036497	3L	Ran-like	Ran-like
FBgn0036498	3L	-	CG13455
FBgn0036500	3L	-	CG7275
FBgn0036502	3L	-	CG7841
FBgn0036505	3L	-	CG7945
FBgn0036510	3L	Squamous cell carcinoma-related oncogene	SCCRO
FBgn0036516	3L	-	CG7656
FBgn0036527	3L	-	CG7304
FBgn0036528	3L	-	CG7579
FBgn0036531	3L	-	CG6244
FBgn0036549	3L	-	CG10516
FBgn0036563	3L	-	CG13075
FBgn0036568	3L	ATP synthase, beta subunit-like	ATPsynbetaL
FBgn0036575	3L	-	CG5157
FBgn0036587	3L	-	CG4950
FBgn0036597	3L	-	CG4962
FBgn0036599	3L	-	CG13044
FBgn0036619	3L	Cuticular protein 72Ec	Cpr72Ec
FBgn0036622	3L	1-Acylglycerol-3-phosphate O-acyltransferase 4	Agpat4
FBgn0036654	3L	-	CG9692
FBgn0036659	3L	-	CG9701
FBgn0036660	
FBgn0036678	3L	-	CG11905
FBgn0036685	3L	-	CG6664
FBgn0036698	3L	-	CG7724
FBgn0036703	3L	-	CG7707
FBgn0036704	3L	-	CG6497
FBgn0036705	3L	-	CG13723
FBgn0036708	3L	-	CG13725
FBgn0036715	3L	Cadherin 74A	Cad74A
FBgn0036716	3L	-	CG13728
FBgn0036729	3L	-	CG13733
FBgn0036766	3L	-	CG5506
FBgn0036767	3L	-	CG16775
FBgn0036770	3L	Prestin	Prestin
FBgn0036785	3L	-	CG13700
FBgn0036787	3L	-	CG4306
FBgn0036790	3L	Allatostatin C receptor 1	AstC-R1
FBgn0036795	3L	-	CG18233
FBgn0036806	3L	Cytochrome P450 12c1	Cyp12c1
FBgn0036808	3L	Dicarboxylate carrier 4	Dic4
FBgn0036809	3L	-	CG12477
FBgn0036816	3L	I'm not dead yet	Indy
FBgn0036824	3L	-	CG3902
FBgn0036836	3L	-	CG11619
FBgn0036874	3L	brivido-1	brv1
FBgn0036880	3L	Cuticular protein 76Bc	Cpr76Bc
FBgn0036910	3L	Cytochrome P450 305a1	Cyp305a1
FBgn0036919	3L	Grasp65	Grasp65
FBgn0036929	3L	-	CG7668
FBgn0036940	3L	obstructor-J	obst-J
FBgn0036945	3L	Snakeskin	Ssk
FBgn0036951	3L	-	CG7017
FBgn0036969	3L	Serpin 77Bb	Spn77Bb
FBgn0036970	3L	Serpin 77Bc	Spn77Bc
FBgn0036985	3L	zye	zye
FBgn0036993	3L	-	CG5910
FBgn0036995	3L	artichoke	atk
FBgn0037003	3L	-	CG18281
FBgn0037004	3L	-	CG17637
FBgn0037005	3L	-	CG5078
FBgn0037016	3L	-	CG13252
FBgn0037035	3L	-	CG10589
FBgn0037037	3L	-	CG10588
FBgn0037040	3L	-	CG12983
FBgn0037059	3L	-	CG10510
FBgn0037065	3L	-	CG12974
FBgn0037090	3L	Esterase Q	Est-Q
FBgn0037100	3L	Capability receptor	CapaR
FBgn0037126	3L	-	CG14567
FBgn0037165	3L	-	CG11437
FBgn0037166	3L	-	CG11426
FBgn0037169	3L	-	CG11404
FBgn0037170	3L	thioredoxin reductase 2	Trxr-2
FBgn0037215	3R	beta-Mannosidase	beta-Man
FBgn0037222	3R	-	CG14642
FBgn0037225	3R	TweedleG	TwdlG
FBgn0037249	3R	eukaryotic translation initiation factor 3 subunit a	eIF3a
FBgn0037254	3R	-	CG14651
FBgn0037260	3R	Mucin related 82C	Mur82C
FBgn0037276	3R	-	CG17387
FBgn0037279	3R	-	CG1129
FBgn0037296	3R	Proteasome beta2 subunit-related 2	Prosbeta2R2
FBgn0037298	3R	Saccheropin dehydrogenase 1	Sccpdh1
FBgn0037310	3R	Tim17b1	Tim17b1
FBgn0037323	3R	-	CG2663
FBgn0037325	3R	-	CG12147
FBgn0037327	3R	pancreatic eIF-2alpha kinase	PEK
FBgn0037354	3R	-	CG12171
FBgn0037360	3R	-	CG2182
FBgn0037365	3R	-	CG2104
FBgn0037383	3R	Secretory 20	Sec20
FBgn0037386	3R	-	CG1208
FBgn0037387	3R	-	CG1213
FBgn0037388	3R	-	CG14676
FBgn0037396	3R	-	CG11459
FBgn0037398	3R	-	CG15580
FBgn0037402	3R	Vacuolar H[+] ATPase 14kD subunit 2	Vha14-2
FBgn0037405	3R	-	CG1077
FBgn0037410	3R	Osiris 2	Osi2
FBgn0037443	3R	Dementin	Dmtn
FBgn0037456	3R	-	CG1138
FBgn0037461	3R	-	CG15177
FBgn0037468	3R	-	CG1943
FBgn0037470	3R	Tailor	Tailor
FBgn0037477	3R	-	CG14610
FBgn0037482	3R	-	CG10055
FBgn0037485	3R	-	CG14606
FBgn0037486	3R	-	CG14605
FBgn0037490	3R	-	CG10053
FBgn0037498	3R	-	CG10029
FBgn0037514	3R	-	CG10919
FBgn0037516	3R	-	CG11286
FBgn0037517	3R	-	CG10086
FBgn0037538	3R	-	CG3223
FBgn0037544	3R	-	CG11035
FBgn0037548	3R	-	CG7900
FBgn0037562	3R	-	Nazo
FBgn0037574	3R	Coenzyme Q biosynthesis protein 2	Coq2
FBgn0037592	3R	-	CG11737
FBgn0037607	3R	-	CG8036
FBgn0037617	3R	numerous disordered muscles	nom
FBgn0037618	3R	ouija board	ouib
FBgn0037623	3R	-	CG9801
FBgn0037626	3R	-	CG8236
FBgn0037635	3R	-	CG9837
FBgn0037664	3R	-	CG8420
FBgn0037669	3R	Insulator binding factor 2	Ibf2
FBgn0037684	3R	Serine racemase	Srr
FBgn0037710	3R	-	CG9393
FBgn0037719	3R	bocksbeutel	bocks
FBgn0037721	3R	-	CG9427
FBgn0037724	3R	Frost	Fst
FBgn0037726	
FBgn0037730	3R	-	CG9444
FBgn0037736	3R	sidestep VII	side-VII
FBgn0037742	3R	Regulatory particle triple-A ATPase 3-related	Rpt3R
FBgn0037746	3R	-	CG8478
FBgn0037750	3R	WHAMM and JMY related	Whamy
FBgn0037751	3R	matotopetli	topi
FBgn0037786	3R	Alkaline phosphatase 13	Alp13
FBgn0037794	3R	-	CG6254
FBgn0037801	3R	-	CG3999
FBgn0037818	3R	-	CG6465
FBgn0037827	3R	-	CG4073
FBgn0037829	3R	-	CG14691
FBgn0037843	3R	-	CG4511
FBgn0037850	3R	-	CG14695
FBgn0037879	3R	SCP-containing protein C	scpr-C
FBgn0037888	3R	SCP-containing protein B	scpr-B
FBgn0037910	3R	-	CG14708
FBgn0037930	3R	-	CG14715
FBgn0037934	3R	-	CG6830
FBgn0037962	3R	Dynein axonemal light intermediate chain 1	Dnali1
FBgn0037973	3R	-	CG18547
FBgn0037974	3R	-	CG12224
FBgn0037976	3R	Tachykinin	Tk
FBgn0037988	3R	-	CG14740
FBgn0037989	3R	ATPase 8B	ATP8B
FBgn0037994	3R	eukaryotic translation initiation factor 3 subunit d2	eIF3d2
FBgn0038000	3R	Radial spoke binding protein 15	Rsbp15
FBgn0038007	3R	Cytochrome P450 313a3	Cyp313a3
FBgn0038008	3R	-	CG3942
FBgn0038012	3R	-	CG10013
FBgn0038014	3R	-	CG10041
FBgn0038018	3R	Tim17a1	Tim17a1
FBgn0038037	3R	Cytochrome P450 9f2	Cyp9f2
FBgn0038056	3R	-	CG5961
FBgn0038057	3R	RNA polymerase III subunit C	Polr3C
FBgn0038067	3R	-	CG11598
FBgn0038074	3R	Glycine N-methyltransferase	Gnmt
FBgn0038079	3R	Ninjurin C	NijC
FBgn0038080	3R	-	CG12279
FBgn0038089	3R	davis-cup	d-cup
FBgn0038098	3R	-	CG7381
FBgn0038102	3R	-	CG14383
FBgn0038109	3R	-	CG11656
FBgn0038115	3R	-	CG7966
FBgn0038122	3R	-	CG8138
FBgn0038126	3R	-	CG8483
FBgn0038127	3R	-	CG8476
FBgn0038130	3R	-	CG8630
FBgn0038136	3R	-	CG8774
FBgn0038151	3R	yellow-e2	yellow-e2
FBgn0038173	3R	Adenosine deaminase-related growth factor C	Adgf-C
FBgn0038179	3R	-	CG9312
FBgn0038194	3R	Cytochrome P450 6d5	Cyp6d5
FBgn0038196	3R	-	CG9922
FBgn0038199	3R	CCHamide-1	CCHa1
FBgn0038210	3R	-	CG3199
FBgn0038213	3R	-	CG9624
FBgn0038214	3R	-	CG9616
FBgn0038217	3R	-	CG14840
FBgn0038218	3R	-	CG14841
FBgn0038219	3R	-	CG14839
FBgn0038236	3R	Cytochrome P450 313a1	Cyp313a1
FBgn0038243	3R	-	CG8066
FBgn0038252	3R	Histone H1 variant BigH1	BigH1
FBgn0038257	3R	Senescence marker protein-30	smp-30
FBgn0038277	3R	Ribosomal protein S5b	RpS5b
FBgn0038280	3R	-	CG14861
FBgn0038290	3R	-	CG6912
FBgn0038292	3R	-	CG3987
FBgn0038320	3R	Cytoplasmic FMR1 interacting protein	Cyfip
FBgn0038330	3R	-	CG14868
FBgn0038342	3R	B9d1	B9d1
FBgn0038349	3R	Aldehyde oxidase 3	AOX3
FBgn0038353	3R	-	CG5399
FBgn0038355	3R	-	CG4520
FBgn0038445	3R	-	CG14891
FBgn0038448	3R	-	CG12783
FBgn0038451	3R	-	CG14893
FBgn0038458	3R	Vacuolar H[+] ATPase M9.7 subunit d	VhaM9.7-d
FBgn0038463	3R	-	CG3534
FBgn0038466	3R	-	CG8907
FBgn0038470	3R	-	CG18213
FBgn0038473	3R	Nucleostemin 1	Ns1
FBgn0038479	3R	-	CG17477
FBgn0038486	3R	-	CG5265
FBgn0038506	3R	-	CG5860
FBgn0038515	3R	-	CG5823
FBgn0038516	3R	Pyrroline-5-carboxylate reductase-like 2	P5cr-2
FBgn0038519	3R	Peroxiredoxin 3	Prx3
FBgn0038530	3R	Attacin-D	AttD
FBgn0038558	3R	-	CG12347
FBgn0038568	3R	-	CG14315
FBgn0038575	3R	-	CG7208
FBgn0038578	3R	Mediator complex subunit 17	MED17
FBgn0038583	3R	-	CG7183
FBgn0038589	3R	-	CG18598
FBgn0038601	3R	RNA polymerase I subunit E	Polr1E
FBgn0038607	3R	hemingway	hmw
FBgn0038612	3R	corona	cona
FBgn0038627	3R	-	CG7694
FBgn0038630	3R	-	CG14305
FBgn0038638	3R	-	CG7702
FBgn0038652	3R	-	CG7720
FBgn0038655	3R	-	CG14297
FBgn0038658	3R	-	CG14292
FBgn0038672	3R	-	CG6005
FBgn0038680	3R	Cytochrome P450 12a5	Cyp12a5
FBgn0038685	3R	-	CG14282
FBgn0038690	3R	-	CG11703
FBgn0038691	3R	-	CG5250
FBgn0038694	3R	-	CG5217
FBgn0038701	3R	-	CG18493
FBgn0038706	3R	-	CG3517
FBgn0038709	3R	-	CG15025
FBgn0038714	3R	Cuticular protein 92A	Cpr92A
FBgn0038717	3R	-	CG17751
FBgn0038718	3R	-	CG17752
FBgn0038719	3R	-	CG16727
FBgn0038730	3R	-	CG6300
FBgn0038739	3R	-	CG4686
FBgn0038742	3R	Arc42	Arc42
FBgn0038756	3R	-	CG4783
FBgn0038771	3R	-	CG4390
FBgn0038773	3R	-	CG10887
FBgn0038790	3R	Metallothionein C	MtnC
FBgn0038795	3R	-	CG4335
FBgn0038799	3R	Major Facilitator Superfamily Transporter 9	MFS9
FBgn0038803	3R	-	CG5191
FBgn0038816	3R	Leucine-rich repeat kinase	Lrrk
FBgn0038827	3R	Fancd2	Fancd2
FBgn0038832	3R	-	CG15695
FBgn0038840	3R	-	Grik
FBgn0038842	3R	hadley	hdly
FBgn0038846	3R	-	CG5697
FBgn0038865	3R	Common Dpr-interacting protein	cDIP
FBgn0038877	3R	-	CG3308
FBgn0038887	3R	-	CG7907
FBgn0038915	3R	-	CG17819
FBgn0038918	3R	Quiescin sulfhydryl oxidase 3	Qsox3
FBgn0038924	3R	-	CG6028
FBgn0038934	3R	GLD2 poly(A) polymerase	Gld2
FBgn0038943	3R	-	CG5391
FBgn0038960	3R	-	CG13855
FBgn0038972	3R	-	CG7054
FBgn0038975	3R	Neurexin 1	Nrx-1
FBgn0038978	3R	testis-enriched HMG-box-containing protein 1	tHMG1
FBgn0038993	3R	-	CG13843
FBgn0039002	3R	-	CG17625
FBgn0039016	3R	Dicer-1	Dcr-1
FBgn0039040	3R	-	CG13833
FBgn0039041	3R	-	CG13838
FBgn0039048	3R	-	CG17111
FBgn0039052	3R	-	CG6733
FBgn0039059	3R	-	CG13829
FBgn0039067	3R	will decrease acetylation	wda
FBgn0039073	3R	-	CG4408
FBgn0039075	3R	-	CG4393
FBgn0039077	3R	-	CG17380
FBgn0039084	3R	-	CG10175
FBgn0039088	3R	-	CG10164
FBgn0039094	3R	-	CG10184
FBgn0039099	3R	Gamma-interferon-inducible lysosomal thiol reductase 2	GILT2
FBgn0039109	3R	-	CG10365
FBgn0039114	3R	Lipid storage droplet-1	Lsd-1
FBgn0039124	3R	testis-specifically expressed bromodomain containing protein-1	tbrd-1
FBgn0039129	3R	Ribosomal protein S19b	RpS19b
FBgn0039130	3R	-	CG5854
FBgn0039131	3R	-	CG12268
FBgn0039136	3R	-	CG5902
FBgn0039161	3R	-	CG13606
FBgn0039167	3R	-	CG17786
FBgn0039172	3R	Spase 22/23-subunit	Spase22-23
FBgn0039189	3R	-	CG18528
FBgn0039190	3R	-	CG5762
FBgn0039203	3R	-	CG13618
FBgn0039226	3R	Uracil-DNA degrading factor	Ude
FBgn0039228	3R	-	CG6980
FBgn0039235	3R	Carbonic anhydrase 4	CAH4
FBgn0039246	3R	-	CG10845
FBgn0039258	3R	beta-4-galactosyltransferase 7	beta4GalT7
FBgn0039310	3R	-	CG11878
FBgn0039316	3R	-	CG11893
FBgn0039319	3R	-	CG13659
FBgn0039332	3R	astrocytic leucine-rich repeat molecule	alrm
FBgn0039341	3R	-	CG5112
FBgn0039347	3R	-	CG5071
FBgn0039349	3R	Succinic semialdehyde dehydrogenase	Ssadh
FBgn0039356	3R	-	CG5039
FBgn0039360	3R	Cardiolipin synthase	CLS
FBgn0039368	3R	-	CG17196
FBgn0039369	3R	-	CG17195
FBgn0039370	3R	-	CG4956
FBgn0039371	3R	-	CG4960
FBgn0039373	3R	-	CG5024
FBgn0039376	3R	-	CG14354
FBgn0039379	3R	-	CG5886
FBgn0039395	3R	-	CG14546
FBgn0039398	3R	-	CG14540
FBgn0039413	3R	-	CG14556
FBgn0039419	3R	-	CG12290
FBgn0039421	3R	-	CG6036
FBgn0039444	3R	TweedleD	TwdlD
FBgn0039452	3R	-	CG14245
FBgn0039462	3R	-	CG14252
FBgn0039463	3R	Spag1 axonemal dynein assembly factor	Spag1
FBgn0039471	3R	-	CG6295
FBgn0039472	3R	-	CG17192
FBgn0039474	3R	-	CG6283
FBgn0039475	3R	-	CG6277
FBgn0039476	3R	-	CG6271
FBgn0039492	3R	-	CG6051
FBgn0039498	3R	-	CG17991
FBgn0039504	3R	-	CG14260
FBgn0039519	3R	Cytochrome P450 6a18	Cyp6a18
FBgn0039521	3R	-	CG5402
FBgn0039527	3R	-	CG5639
FBgn0039528	3R	distracted	dsd
FBgn0039529	3R	-	CG5612
FBgn0039562	3R	Glycoprotein 93	Gp93
FBgn0039576	3R	Ubiquinol-cytochrome c reductase 14 kDa subunit-like	UQCR-14L
FBgn0039577	3R	-	CG12516
FBgn0039580	3R	Glutamine:fructose-6-phosphate aminotransferase 2	Gfat2
FBgn0039585	3R	-	CG1894
FBgn0039596	3R	-	CG10000
FBgn0039597	3R	-	CG9997
FBgn0039598	3R	aquarius	aqrs
FBgn0039599	3R	intrepid	intr
FBgn0039651	3R	Cytochrome c1-like	Cyt-c1L
FBgn0039655	3R	-	CG14507
FBgn0039656	3R	-	CG11951
FBgn0039670	3R	-	CG7567
FBgn0039682	3R	Odorant-binding protein 99c	Obp99c
FBgn0039685	3R	Odorant-binding protein 99b	Obp99b
FBgn0039686	3R	-	CG15506
FBgn0039694	3R	fos intronic gene	fig
FBgn0039703	3R	-	CG7829
FBgn0039704	3R	neyo	neo
FBgn0039707	3R	Protamine-like 99C	Prtl99C
FBgn0039733	3R	-	CG11504
FBgn0039736	3R	-	CG7912
FBgn0039752	3R	-	CG15530
FBgn0039754	3R	-	CG9747
FBgn0039755	3R	-	CG15531
FBgn0039756	3R	-	CG9743
FBgn0039760	3R	-	CG9682
FBgn0039769	3R	-	CG15534
FBgn0039774	3R	Ceramidase	CDase
FBgn0039777	3R	Jonah 99Fii	Jon99Fii
FBgn0039782	3R	-	CG15539
FBgn0039783	3R	prolyl-4-hydroxylase-alpha NE2	PH4alphaNE2
FBgn0039787	3R	-	CG9702
FBgn0039788	3R	Regulatory particle triple-A ATPase 6-related	Rpt6R
FBgn0039797	3R	eukaryotic translation initiation factor 4H2	eIF4H2
FBgn0039799	3R	-	CG15543
FBgn0039801	3R	Niemann-Pick type C-2h	Npc2h
FBgn0039807	3R	-	CG15546
FBgn0039810	3R	-	CG15549
FBgn0039812	3R	-	CG15548
FBgn0039817	3R	-	CG15553
FBgn0039818	3R	-	CG11318
FBgn0039827	3R	-	CG1544
FBgn0039832	3R	-	CG15563
FBgn0039840	3R	pH-sensitive chloride channel 2	pHCl-2
FBgn0039872	3R	salty dog	salt
FBgn0039873	3R	Sodium-dependent multivitamin transporter	Smvt
FBgn0039875	3R	septin interacting protein 3	sip3
FBgn0039881	3R	-	CG1971
FBgn0039886	3R	-	CG2003
FBgn0039887	3R	-	CG2053
FBgn0039900	4	Synaptotagmin 7	Syt7
FBgn0039937	4	forkhead domain 102C	fd102C
FBgn0039972	2L	Meiosis regulator and mRNA stability factor 1	Marf1
FBgn0040028	X	-	CG17450
FBgn0040063	2R	yippee interacting protein 3	yip3
FBgn0040064	2L	yippee interacting protein 2	yip2
FBgn0040069	X	vanin-like	vanin-like
FBgn0040074	3L	retinin	retinin
FBgn0040075	3L	reptin	rept
FBgn0040097	2L	lectin-30A	lectin-30A
FBgn0040098	2L	lectin-29Ca	lectin-29Ca
FBgn0040099	2L	lectin-28C	lectin-28C
FBgn0040102	2L	lectin-24Db	lectin-24Db
FBgn0040207	X	katanin 80	kat80
FBgn0040211	2L	homogentisate 1,2-dioxygenase	hgo
FBgn0040227	3R	eukaryotic translation initiation factor 3 subunit d1	eIF3d1
FBgn0040232	2L	CENP-meta	cmet
FBgn0040238	3R	Bestrophin 1	Best1
FBgn0040250	3R	UDP-glycosyltransferase family 304 member A1	Ugt304A1
FBgn0040256	3R	UDP-glycosyltransferase family 35 member C1	Ugt35C1
FBgn0040257	3R	UDP-glycosyltransferase family 302 member E1	Ugt302E1
FBgn0040259	3R	UDP-glycosyltransferase family 302 member C1	Ugt302C1
FBgn0040260	2L	UDP-glycosyltransferase family 37 member D1	Ugt37D1
FBgn0040285	X	Scamp	Scamp
FBgn0040290	3L	RecQ4 helicase	RecQ4
FBgn0040291	3L	Regulator of cullins 1b	Roc1b
FBgn0040299	2L	Myosin 28B1	Myo28B1
FBgn0040308	3L	Thioredoxin peroxidase 2	Jafrac2
FBgn0040318	3L	HGTX	HGTX
FBgn0040319	X	Glutamate-cysteine ligase catalytic subunit	Gclc
FBgn0040336	X	Seipin	Seipin
FBgn0040341	X	-	CG11664
FBgn0040345	X	-	CG3708
FBgn0040348	X	-	CG3703
FBgn0040349	X	-	CG3699
FBgn0040350	X	-	CG3690
FBgn0040356	X	-	CG12498
FBgn0040368	X	eukaryotic translation initiation factor 4E7	eIF4E7
FBgn0040371	X	-	CG12470
FBgn0040377	X	Vacuolar H[+] ATPase 36kD subunit 3	Vha36-3
FBgn0040391	X	-	CG2854
FBgn0040394	X	-	CG16903
FBgn0040397	X	-	CG3655
FBgn0040466	3R	Dorsal interacting protein 2	Dlip2
FBgn0040475	3L	SH3 and PX domain containing 1	SH3PX1
FBgn0040502	2R	-	CG8343
FBgn0040507	3L	Adenylyl cyclase X D	ACXD
FBgn0040528	3R	-	CG15864
FBgn0040531	3R	-	CG11741
FBgn0040606	3R	-	CG6503
FBgn0040608	3R	-	CG14246
FBgn0040609	3R	-	CG3348
FBgn0040623	3R	Spase 12-subunit	Spase12
FBgn0040637	3L	-	CG11458
FBgn0040649	X	-	CG15461
FBgn0040651	X	-	CG15458
